ORGANIZATION_CODE,PERSON_NUMBER,DATE_FROM,DATE_TO,DURATION
2,1a1a9,11-06-2017,11-06-2017,1
2,1a118,11-03-2017,11-03-2017,0.5
2,1a119,10-25-2017,10-25-2017,0.5
2,1a111,10-23-2017,10-23-2017,1
2,1a111,10-24-2017,10-24-2017,1
2,1a111,10-25-2017,10-25-2017,1
2,1a11a,10-30-2017,10-30-2017,1
2,1a11a,11-06-2017,11-06-2017,1
2,1a11a,11-07-2017,11-07-2017,1
2,1a11a,11-20-2017,11-20-2017,1
2,1a11a,10-25-2017,10-25-2017,1
2,1a11a,10-26-2017,10-26-2017,1
2,1a11a,10-27-2017,10-27-2017,1
2,1a111,11-09-2017,11-09-2017,0.5
2,1a111,10-30-2017,10-30-2017,1
2,1a111,10-31-2017,10-31-2017,1
2,1a111,11-01-2017,11-01-2017,1
2,1a111,11-10-2017,11-10-2017,1
2,1a119,11-01-2017,11-01-2017,1
2,1a119,11-02-2017,11-02-2017,1
2,1a119,11-09-2017,11-09-2017,1
2,1a119,11-16-2017,11-16-2017,1
2,1a181,11-07-2017,11-07-2017,1
2,1a181,11-10-2017,11-10-2017,1
2,1a181,11-13-2017,11-13-2017,1
2,1a189,10-24-2017,10-24-2017,1
2,1a189,10-25-2017,10-25-2017,1
2,1a189,10-26-2017,10-26-2017,1
2,1a189,10-27-2017,10-27-2017,1
2,1a1a1,10-24-2017,10-24-2017,1
2,1a1a1,10-25-2017,10-25-2017,1
2,1a1a1,10-26-2017,10-26-2017,1
2,1a1a1,10-27-2017,10-27-2017,1
2,1a1a1,10-30-2017,10-30-2017,1
2,1a1a1,10-31-2017,10-31-2017,1
2,1a1a1,11-01-2017,11-01-2017,1
2,1a1a1,11-02-2017,11-02-2017,1
2,1a1a1,11-03-2017,11-03-2017,1
2,1a1a1,11-06-2017,11-06-2017,1
2,1a1a1,11-07-2017,11-07-2017,1
2,1a1a1,11-08-2017,11-08-2017,1
2,1a1a1,11-09-2017,11-09-2017,1
2,1a1a1,11-10-2017,11-10-2017,1
2,1a1a1,11-13-2017,11-13-2017,1
2,1a1a1,11-14-2017,11-14-2017,1
2,1a1a1,11-15-2017,11-15-2017,1
2,1a1a1,11-16-2017,11-16-2017,1
2,1a1a1,11-17-2017,11-17-2017,1
2,1a1a1,11-20-2017,11-20-2017,1
2,1a1a1,10-23-2017,10-23-2017,1
2,1a1a1,10-24-2017,10-24-2017,1
2,1a1aa,10-31-2017,10-31-2017,1
2,1a118,10-25-2017,10-25-2017,1
2,1a118,10-26-2017,10-26-2017,1
2,1a111,11-20-2017,11-20-2017,1
2,1a111,10-23-2017,10-23-2017,1
2,1a111,10-24-2017,10-24-2017,1
2,1a111,10-23-2017,10-23-2017,1
2,1a111,10-24-2017,10-24-2017,1
2,1a111,10-25-2017,10-25-2017,1
2,1a111,10-26-2017,10-26-2017,1
2,1a111,10-27-2017,10-27-2017,1
2,1a111,10-30-2017,10-30-2017,1
2,1a111,10-31-2017,10-31-2017,1
2,1a111,11-01-2017,11-01-2017,1
2,1a111,11-02-2017,11-02-2017,1
2,1a111,11-03-2017,11-03-2017,1
2,1a111,11-06-2017,11-06-2017,1
2,1a111,11-07-2017,11-07-2017,1
2,1a111,11-08-2017,11-08-2017,1
2,1a111,11-09-2017,11-09-2017,1
2,1a111,11-10-2017,11-10-2017,1
2,1a111,11-13-2017,11-13-2017,1
2,1a111,11-14-2017,11-14-2017,1
2,1a111,11-15-2017,11-15-2017,1
2,1a111,11-16-2017,11-16-2017,1
2,1a111,11-17-2017,11-17-2017,1
2,1a111,11-20-2017,11-20-2017,1
2,1a111,10-25-2017,10-25-2017,0.5
2,1a111,11-07-2017,11-07-2017,0.5
2,1a111,10-23-2017,10-23-2017,1
2,1a111,10-26-2017,10-26-2017,1
2,1a111,11-03-2017,11-03-2017,0.5
2,1a118,10-30-2017,10-30-2017,1
2,1a118,11-13-2017,11-13-2017,1
2,1a189,10-30-2017,10-30-2017,1
2,1a189,11-10-2017,11-10-2017,0.5
2,1a189,11-13-2017,11-13-2017,0.5
2,1a189,11-14-2017,11-14-2017,1
2,1a189,11-15-2017,11-15-2017,0.5
2,1a189,11-20-2017,11-20-2017,0.5
2,1a191,10-23-2017,10-23-2017,1
2,1a191,10-26-2017,10-26-2017,1
2,1a191,10-27-2017,10-27-2017,1
2,1a199,11-09-2017,11-09-2017,0.5
2,1a1a1,10-31-2017,10-31-2017,1
2,1a1a1,11-03-2017,11-03-2017,0.5
2,1a1a1,11-09-2017,11-09-2017,0.5
2,1a1a1,11-13-2017,11-13-2017,0.5
2,1a1a1,11-17-2017,11-17-2017,1
2,1a1a1,10-23-2017,10-23-2017,1
2,1a1a1,10-24-2017,10-24-2017,1
2,1a1a1,10-25-2017,10-25-2017,1
2,1a1a1,10-26-2017,10-26-2017,1
2,1a1a1,10-27-2017,10-27-2017,1
2,1a1a1,11-06-2017,11-06-2017,0.5
2,1a1a8,10-23-2017,10-23-2017,1
2,1a1a8,10-24-2017,10-24-2017,1
2,1a1a8,10-25-2017,10-25-2017,1
2,1a1a8,10-26-2017,10-26-2017,1
2,1a1a8,10-27-2017,10-27-2017,1
2,1a1a8,11-20-2017,11-20-2017,1
2,1a1aa,10-26-2017,10-26-2017,1
2,1a1aa,11-20-2017,11-20-2017,1
2,1a11a,10-24-2017,10-24-2017,1
2,1a11a,10-27-2017,10-27-2017,1
2,1a11a,11-03-2017,11-03-2017,0.5
2,1a111,11-10-2017,11-10-2017,1
2,1a111,11-13-2017,11-13-2017,1
2,1a111,11-14-2017,11-14-2017,1
2,1a111,11-15-2017,11-15-2017,1
2,1a111,11-16-2017,11-16-2017,1
2,1a111,11-17-2017,11-17-2017,1
2,1a111,11-20-2017,11-20-2017,0.5
2,1a11a,11-06-2017,11-06-2017,1
2,1a111,11-03-2017,11-03-2017,1
2,1a118,11-06-2017,11-06-2017,1
2,1a118,11-07-2017,11-07-2017,1
2,1a118,11-08-2017,11-08-2017,1
2,1a118,11-09-2017,11-09-2017,1
2,1a118,11-10-2017,11-10-2017,1
2,1a11a,11-02-2017,11-02-2017,1
2,1a111,11-06-2017,11-06-2017,0.5
2,1a111,11-02-2017,11-02-2017,0.5
2,1a111,11-06-2017,11-06-2017,0.5
2,1a111,11-20-2017,11-20-2017,1
2,1a111,11-01-2017,11-01-2017,1
2,1a111,11-02-2017,11-02-2017,1
2,1a111,11-03-2017,11-03-2017,1
2,1a111,11-06-2017,11-06-2017,1
2,1a181,11-08-2017,11-08-2017,0.5
2,1a19a,11-06-2017,11-06-2017,1
2,1a191,11-10-2017,11-10-2017,0.5
2,1a191,11-13-2017,11-13-2017,1
2,1a191,11-14-2017,11-14-2017,1
2,1a191,11-15-2017,11-15-2017,1
2,1a191,11-16-2017,11-16-2017,1
2,1a191,11-17-2017,11-17-2017,1
2,1a199,11-14-2017,11-14-2017,1
2,1a1aa,11-02-2017,11-02-2017,1
2,1a1aa,11-03-2017,11-03-2017,1
2,1a1aa,11-06-2017,11-06-2017,1
2,1a1aa,11-13-2017,11-13-2017,0.5
2,1a1aa,11-14-2017,11-14-2017,1
2,1a1aa,11-15-2017,11-15-2017,1
2,1a1aa,11-16-2017,11-16-2017,1
2,1a1aa,11-17-2017,11-17-2017,1
2,1a1aa,11-20-2017,11-20-2017,1
2,1a111,11-15-2017,11-15-2017,1
2,1a111,11-16-2017,11-16-2017,1
2,1a111,11-17-2017,11-17-2017,1
2,1a111,11-18-2017,11-18-2017,1
2,1a111,11-19-2017,11-19-2017,1
2,1a111,11-20-2017,11-20-2017,1
2,1a111,11-20-2017,11-20-2017,1
2,1a111,11-16-2017,11-16-2017,1
2,1a11a,11-20-2017,11-20-2017,1
2,G1918,11-06-2017,11-06-2017,1
2,G1918,11-07-2017,11-07-2017,1
2,G1918,11-08-2017,11-08-2017,1
2,G19a1,10-23-2017,10-23-2017,1
2,G19a1,10-24-2017,10-24-2017,1
2,G19a1,10-25-2017,10-25-2017,1
2,G19a1,10-26-2017,10-26-2017,1
2,M1119,11-14-2017,11-14-2017,1
2,M119a,11-07-2017,11-07-2017,0.5
2,M111a,11-06-2017,11-06-2017,0.5
2,M111a,11-07-2017,11-07-2017,1
2,M111a,11-08-2017,11-08-2017,1
2,M11a1,11-20-2017,11-20-2017,1
2,M11aa,10-30-2017,10-30-2017,0.5
2,M11aa,11-02-2017,11-02-2017,1
2,M11aa,11-08-2017,11-08-2017,0.5
2,M11aa,11-13-2017,11-13-2017,1
2,M11aa,11-14-2017,11-14-2017,1
2,M11aa,11-15-2017,11-15-2017,1
2,M11aa,11-16-2017,11-16-2017,1
2,M1188,11-13-2017,11-13-2017,0.5
2,M1188,11-16-2017,11-16-2017,0.5
2,M1911,11-03-2017,11-03-2017,0.5
2,M1918,11-20-2017,11-20-2017,1
2,M1a81,11-17-2017,11-17-2017,0.5
2,M1a11,11-10-2017,11-10-2017,0.5
2,M1a11,11-13-2017,11-13-2017,0.5
2,M1a11,11-14-2017,11-14-2017,0.5
2,M1111,11-16-2017,11-16-2017,1
2,M1198,11-03-2017,11-03-2017,1
2,M11a1,10-24-2017,10-24-2017,0.5
2,M11a1,11-14-2017,11-14-2017,0.5
2,M11a1,11-16-2017,11-16-2017,0.5
2,M11aa,10-26-2017,10-26-2017,0.5
2,M1111,10-24-2017,10-24-2017,1
2,M111a,10-23-2017,10-23-2017,0.5
2,M111a,10-26-2017,10-26-2017,0.5
2,M1111,11-06-2017,11-06-2017,1
2,M1111,11-07-2017,11-07-2017,1
2,M1111,11-08-2017,11-08-2017,1
2,M1111,11-09-2017,11-09-2017,1
2,M1111,11-10-2017,11-10-2017,1
2,M1111,10-23-2017,10-23-2017,1
2,M1111,10-24-2017,10-24-2017,0.5
2,M1111,10-25-2017,10-25-2017,1
2,M1111,10-27-2017,10-27-2017,0.5
2,M1111,10-30-2017,10-30-2017,1
2,M1111,11-03-2017,11-03-2017,0.5
2,M1111,11-07-2017,11-07-2017,1
2,M1111,11-08-2017,11-08-2017,1
2,M1111,11-13-2017,11-13-2017,1
2,M1111,11-14-2017,11-14-2017,0.5
2,M1111,11-20-2017,11-20-2017,0.5
2,M11a9,10-23-2017,10-23-2017,1
2,M11a9,10-24-2017,10-24-2017,1
2,M11a9,10-25-2017,10-25-2017,1
2,M11a9,10-26-2017,10-26-2017,1
2,M11a9,10-27-2017,10-27-2017,1
2,M11a9,10-30-2017,10-30-2017,1
2,M11a9,10-31-2017,10-31-2017,1
2,M11a9,11-01-2017,11-01-2017,1
2,M11a9,11-02-2017,11-02-2017,1
2,M11a9,11-03-2017,11-03-2017,1
2,M11a9,11-06-2017,11-06-2017,1
2,M11a9,11-07-2017,11-07-2017,1
2,M11a9,11-08-2017,11-08-2017,1
2,M11a9,11-09-2017,11-09-2017,1
2,M11a9,11-10-2017,11-10-2017,1
2,M11a9,11-13-2017,11-13-2017,1
2,M11a9,11-14-2017,11-14-2017,1
2,M11a9,11-15-2017,11-15-2017,1
2,M11a9,11-16-2017,11-16-2017,1
2,M11a9,11-17-2017,11-17-2017,1
2,M11a9,11-20-2017,11-20-2017,1
2,M11a1,11-20-2017,11-20-2017,1
2,M1119,10-23-2017,10-23-2017,1
2,M1119,10-24-2017,10-24-2017,1
2,M1119,10-25-2017,10-25-2017,1
2,M1119,10-26-2017,10-26-2017,1
2,M1119,10-27-2017,10-27-2017,1
2,M1119,10-30-2017,10-30-2017,1
2,M1119,10-31-2017,10-31-2017,1
2,M1119,11-01-2017,11-01-2017,1
2,M1119,11-02-2017,11-02-2017,1
2,M1119,11-03-2017,11-03-2017,1
2,M1119,11-06-2017,11-06-2017,1
2,M1119,11-07-2017,11-07-2017,1
2,M1119,11-08-2017,11-08-2017,1
2,M1119,11-09-2017,11-09-2017,1
2,M1119,11-10-2017,11-10-2017,1
2,M1119,11-13-2017,11-13-2017,1
2,M1119,11-14-2017,11-14-2017,1
2,M1119,11-15-2017,11-15-2017,1
2,M1119,11-16-2017,11-16-2017,1
2,M1119,11-17-2017,11-17-2017,1
2,M1119,11-20-2017,11-20-2017,1
2,M11a1,11-17-2017,11-17-2017,0.5
2,M11a9,11-08-2017,11-08-2017,0.5
2,M1111,10-23-2017,10-23-2017,0.5
2,M1111,10-24-2017,10-24-2017,0.5
2,M1811,11-03-2017,11-03-2017,1
2,M1811,11-07-2017,11-07-2017,1
2,M1811,11-09-2017,11-09-2017,1
2,M1811,11-10-2017,11-10-2017,1
2,M1811,11-13-2017,11-13-2017,1
2,M19a9,11-15-2017,11-15-2017,0.5
2,M19a9,11-17-2017,11-17-2017,1
2,M19aa,10-30-2017,10-30-2017,0.5
2,M1a11,11-02-2017,11-02-2017,1
2,M1a11,11-03-2017,11-03-2017,1
2,M1a11,11-06-2017,11-06-2017,1
2,M1a11,11-07-2017,11-07-2017,1
2,M1a11,11-08-2017,11-08-2017,1
2,M1a11,11-09-2017,11-09-2017,1
2,M1a11,11-10-2017,11-10-2017,1
2,M1a11,11-13-2017,11-13-2017,1
2,M1a11,11-14-2017,11-14-2017,1
2,M1a11,11-15-2017,11-15-2017,1
2,M1a11,11-16-2017,11-16-2017,1
2,M1a11,11-17-2017,11-17-2017,1
2,M1a11,11-20-2017,11-20-2017,1
2,M1a18,11-02-2017,11-02-2017,1
2,M1a18,11-03-2017,11-03-2017,1
2,M1a18,11-06-2017,11-06-2017,1
2,M1a18,11-07-2017,11-07-2017,1
2,M1a18,11-08-2017,11-08-2017,1
2,M1a18,11-09-2017,11-09-2017,1
2,M1a18,11-10-2017,11-10-2017,1
2,M1a18,11-13-2017,11-13-2017,1
2,M1a18,11-14-2017,11-14-2017,1
2,M1a18,11-15-2017,11-15-2017,1
2,M1a18,11-16-2017,11-16-2017,1
2,M1a18,11-17-2017,11-17-2017,1
2,M1a18,11-20-2017,11-20-2017,1
2,P1181,11-06-2017,11-06-2017,1
2,P1181,11-07-2017,11-07-2017,1
2,P1181,11-08-2017,11-08-2017,0.5
2,P1181,11-14-2017,11-14-2017,0.5
2,P1181,11-15-2017,11-15-2017,0.5
2,P1181,11-16-2017,11-16-2017,1
2,P1181,11-17-2017,11-17-2017,0.5
2,P18a8,11-10-2017,11-10-2017,1
2,P181a,11-20-2017,11-20-2017,1
2,P1911,10-23-2017,10-23-2017,1
2,P1911,10-24-2017,10-24-2017,1
2,P1911,10-25-2017,10-25-2017,1
2,P1911,10-26-2017,10-26-2017,1
2,P1911,10-27-2017,10-27-2017,1
2,P1911,10-30-2017,10-30-2017,1
2,P1911,10-31-2017,10-31-2017,1
2,P1911,11-01-2017,11-01-2017,1
2,P1911,11-02-2017,11-02-2017,1
2,P1911,11-03-2017,11-03-2017,1
2,P1911,11-06-2017,11-06-2017,1
2,P1911,11-07-2017,11-07-2017,1
2,X1a81,11-02-2017,11-02-2017,0.5
2,X1a81,11-09-2017,11-09-2017,0.5
2,X1a81,11-14-2017,11-14-2017,0.5
2,X1aa1,10-30-2017,10-30-2017,0.5
2,X1aa1,11-02-2017,11-02-2017,1
2,X1aa1,11-03-2017,11-03-2017,1
2,X11a1,11-14-2017,11-14-2017,0.5
2,X11a9,11-14-2017,11-14-2017,1
2,X1111,10-21-2017,10-21-2017,1
2,X1111,10-22-2017,10-22-2017,1
2,X1111,10-23-2017,10-23-2017,1
2,X1111,10-24-2017,10-24-2017,1
2,X1111,10-25-2017,10-25-2017,1
2,X1111,10-26-2017,10-26-2017,1
2,X1111,10-27-2017,10-27-2017,1
2,X1111,10-28-2017,10-28-2017,1
2,X1111,10-29-2017,10-29-2017,1
2,X1111,10-30-2017,10-30-2017,1
2,X1111,10-31-2017,10-31-2017,1
2,X1111,11-01-2017,11-01-2017,1
2,X1111,11-02-2017,11-02-2017,1
2,X1111,11-03-2017,11-03-2017,1
2,X1111,11-04-2017,11-04-2017,1
2,X1111,11-05-2017,11-05-2017,1
2,X1111,11-06-2017,11-06-2017,1
2,X1111,11-07-2017,11-07-2017,1
2,X1111,11-08-2017,11-08-2017,1
2,X1111,11-09-2017,11-09-2017,1
2,X1111,11-10-2017,11-10-2017,1
2,X1111,11-11-2017,11-11-2017,1
2,X1111,11-12-2017,11-12-2017,1
2,X1111,11-13-2017,11-13-2017,1
2,X1111,11-14-2017,11-14-2017,1
2,X1111,11-15-2017,11-15-2017,1
2,X1111,11-16-2017,11-16-2017,1
2,X1111,11-17-2017,11-17-2017,1
2,X1111,11-18-2017,11-18-2017,1
2,X1111,11-19-2017,11-19-2017,1
2,X1111,11-20-2017,11-20-2017,1
2,X1119,10-31-2017,10-31-2017,0.5
2,X1119,11-06-2017,11-06-2017,0.5
2,X1118,11-14-2017,11-14-2017,0.5
2,X1119,10-25-2017,10-25-2017,0.5
2,X1119,10-31-2017,10-31-2017,0.5
2,X1119,11-09-2017,11-09-2017,0.5
2,X1111,10-23-2017,10-23-2017,1
2,X1111,11-03-2017,11-03-2017,0.5
2,X1119,10-30-2017,10-30-2017,1
2,X1111,10-31-2017,10-31-2017,1
2,X1111,11-01-2017,11-01-2017,1
2,X1111,11-03-2017,11-03-2017,1
2,X1111,11-14-2017,11-14-2017,1
2,X111a,10-30-2017,10-30-2017,1
2,X111a,11-02-2017,11-02-2017,1
2,X111a,11-03-2017,11-03-2017,1
2,X111a,11-16-2017,11-16-2017,0.5
2,X1111,10-30-2017,10-30-2017,1
2,X1191,11-20-2017,11-20-2017,1
2,X11aa,11-17-2017,11-17-2017,1
2,X11aa,11-20-2017,11-20-2017,1
2,X1119,11-15-2017,11-15-2017,0.5
2,X1119,11-20-2017,11-20-2017,1
2,X1118,10-23-2017,10-23-2017,1
2,X1118,10-24-2017,10-24-2017,1
2,X1118,10-25-2017,10-25-2017,1
2,X1118,10-26-2017,10-26-2017,1
2,X1118,10-27-2017,10-27-2017,1
2,X1118,10-30-2017,10-30-2017,1
2,X1118,10-31-2017,10-31-2017,1
2,X1118,11-01-2017,11-01-2017,1
2,X1118,11-02-2017,11-02-2017,1
2,X1118,11-03-2017,11-03-2017,1
2,X1118,11-06-2017,11-06-2017,1
2,X1118,11-07-2017,11-07-2017,1
2,X1118,11-08-2017,11-08-2017,1
2,X1118,11-09-2017,11-09-2017,1
2,X1118,11-10-2017,11-10-2017,1
2,X1118,11-13-2017,11-13-2017,1
2,X1118,11-14-2017,11-14-2017,1
2,X1118,11-15-2017,11-15-2017,1
2,X1118,11-16-2017,11-16-2017,1
2,X1118,11-17-2017,11-17-2017,1
2,X1118,11-20-2017,11-20-2017,1
2,X111a,10-24-2017,10-24-2017,1
2,X111a,10-25-2017,10-25-2017,1
2,X111a,10-26-2017,10-26-2017,1
2,X111a,10-30-2017,10-30-2017,1
2,X111a,11-13-2017,11-13-2017,1
2,X111a,11-17-2017,11-17-2017,1
2,X118a,10-23-2017,10-23-2017,1
2,X118a,10-24-2017,10-24-2017,1
2,X118a,10-25-2017,10-25-2017,1
2,X118a,10-26-2017,10-26-2017,1
2,X118a,10-27-2017,10-27-2017,1
2,X118a,10-30-2017,10-30-2017,1
2,X118a,10-31-2017,10-31-2017,1
2,X1181,11-17-2017,11-17-2017,1
2,X1191,10-27-2017,10-27-2017,1
2,X11a8,11-13-2017,11-13-2017,1
2,X11a8,11-14-2017,11-14-2017,1
2,X11a8,11-15-2017,11-15-2017,1
2,X11a8,11-16-2017,11-16-2017,1
2,X11a8,11-17-2017,11-17-2017,1
2,X11a8,11-20-2017,11-20-2017,1
2,X11a9,10-26-2017,10-26-2017,0.5
2,X1111,10-27-2017,10-27-2017,0.5
2,X1111,10-31-2017,10-31-2017,1
2,X1111,11-09-2017,11-09-2017,0.5
2,X1118,11-03-2017,11-03-2017,0.5
2,X1111,11-20-2017,11-20-2017,0.5
2,X1118,10-23-2017,10-23-2017,1
2,X1118,11-01-2017,11-01-2017,1
2,X1118,11-02-2017,11-02-2017,1
2,X1118,11-03-2017,11-03-2017,1
2,X1118,11-06-2017,11-06-2017,1
2,X1118,11-07-2017,11-07-2017,1
2,X1118,11-08-2017,11-08-2017,1
2,X1118,11-09-2017,11-09-2017,1
2,X1118,11-10-2017,11-10-2017,1
2,X1118,11-13-2017,11-13-2017,1
2,X1118,11-14-2017,11-14-2017,1
2,X1118,11-15-2017,11-15-2017,1
2,X1118,11-16-2017,11-16-2017,1
2,X1118,11-17-2017,11-17-2017,1
2,X1118,11-20-2017,11-20-2017,1
2,X118a,10-23-2017,10-23-2017,1
2,X118a,11-10-2017,11-10-2017,0.5
2,X1189,11-14-2017,11-14-2017,0.5
2,X1189,11-20-2017,11-20-2017,1
2,X1191,11-02-2017,11-02-2017,0.5
2,X1191,11-14-2017,11-14-2017,0.5
2,X1191,11-16-2017,11-16-2017,1
2,X1191,11-20-2017,11-20-2017,1
2,X11a1,10-26-2017,10-26-2017,1
2,X11a1,11-09-2017,11-09-2017,1
2,X11aa,10-23-2017,10-23-2017,1
2,X11aa,10-24-2017,10-24-2017,1
2,X11aa,10-25-2017,10-25-2017,1
2,X11aa,10-26-2017,10-26-2017,1
2,X11aa,10-27-2017,10-27-2017,1
2,X11aa,10-30-2017,10-30-2017,1
2,X11aa,10-31-2017,10-31-2017,1
2,X11aa,11-01-2017,11-01-2017,1
2,X11aa,11-02-2017,11-02-2017,1
2,X11aa,11-03-2017,11-03-2017,1
2,X11aa,11-06-2017,11-06-2017,1
2,X11aa,11-07-2017,11-07-2017,1
2,X11aa,11-08-2017,11-08-2017,1
2,X11aa,11-09-2017,11-09-2017,1
2,X11aa,11-10-2017,11-10-2017,1
2,X11aa,11-13-2017,11-13-2017,1
2,X11aa,11-14-2017,11-14-2017,1
2,X11aa,11-15-2017,11-15-2017,1
2,X11aa,11-16-2017,11-16-2017,1
2,X11aa,11-17-2017,11-17-2017,1
2,X11aa,11-20-2017,11-20-2017,1
2,X11a1,10-23-2017,10-23-2017,0.5
2,X11a1,10-24-2017,10-24-2017,0.5
2,X11a1,10-25-2017,10-25-2017,0.5
2,X11a1,10-26-2017,10-26-2017,1
2,X11a1,10-27-2017,10-27-2017,1
2,X1118,11-16-2017,11-16-2017,0.5
2,X111a,11-06-2017,11-06-2017,1
2,X111a,11-07-2017,11-07-2017,1
2,X111a,11-08-2017,11-08-2017,1
2,X111a,11-09-2017,11-09-2017,1
2,X111a,11-10-2017,11-10-2017,1
2,X111a,11-13-2017,11-13-2017,1
2,X111a,11-14-2017,11-14-2017,1
2,X111a,11-15-2017,11-15-2017,1
2,X111a,11-16-2017,11-16-2017,1
2,X111a,11-17-2017,11-17-2017,1
2,X111a,11-20-2017,11-20-2017,1
2,X1111,11-20-2017,11-20-2017,1
2,X1191,10-24-2017,10-24-2017,1
2,X1191,11-01-2017,11-01-2017,0.5
2,X1191,11-09-2017,11-09-2017,1
2,X11a1,11-20-2017,11-20-2017,1
2,X1811,11-03-2017,11-03-2017,0.5
2,X1811,10-23-2017,10-23-2017,1
2,X1811,10-24-2017,10-24-2017,1
2,X1811,10-25-2017,10-25-2017,1
2,X1811,10-26-2017,10-26-2017,1
2,X1811,10-27-2017,10-27-2017,1
2,X1811,10-30-2017,10-30-2017,1
2,X1811,10-31-2017,10-31-2017,1
2,X1811,11-02-2017,11-02-2017,1
2,X1811,11-03-2017,11-03-2017,1
2,X1811,11-08-2017,11-08-2017,0.5
2,X1811,11-15-2017,11-15-2017,0.5
2,X1881,10-21-2017,10-21-2017,1
2,X1881,10-22-2017,10-22-2017,1
2,X1881,10-23-2017,10-23-2017,1
2,X1881,10-24-2017,10-24-2017,1
2,X1881,10-25-2017,10-25-2017,1
2,X1881,10-26-2017,10-26-2017,1
2,X1881,10-27-2017,10-27-2017,1
2,X1881,10-28-2017,10-28-2017,1
2,X1881,10-29-2017,10-29-2017,1
2,X1881,10-30-2017,10-30-2017,1
2,X1881,10-31-2017,10-31-2017,1
2,X1881,11-01-2017,11-01-2017,1
2,X18a1,10-30-2017,10-30-2017,1
2,X18a1,11-20-2017,11-20-2017,0.5
2,X18a1,11-10-2017,11-10-2017,0.5
2,X19a1,10-27-2017,10-27-2017,1
2,X19a1,11-16-2017,11-16-2017,0.5
2,X1911,11-02-2017,11-02-2017,0.5
2,X1911,11-17-2017,11-17-2017,0.5
2,X1911,11-20-2017,11-20-2017,0.5
2,X1911,10-25-2017,10-25-2017,0.5
2,X1919,11-16-2017,11-16-2017,1
2,X1919,11-17-2017,11-17-2017,1
2,X1991,11-03-2017,11-03-2017,1
2,X1991,11-04-2017,11-04-2017,1
2,X1991,11-05-2017,11-05-2017,1
2,X1991,11-06-2017,11-06-2017,1
2,X1991,11-07-2017,11-07-2017,1
2,X1991,11-08-2017,11-08-2017,1
2,X1991,11-09-2017,11-09-2017,1
2,X1991,11-10-2017,11-10-2017,1
2,X1991,11-11-2017,11-11-2017,1
2,X1991,11-12-2017,11-12-2017,1
2,X1991,11-13-2017,11-13-2017,1
2,X1991,11-14-2017,11-14-2017,1
2,X1991,11-15-2017,11-15-2017,1
2,X1991,11-16-2017,11-16-2017,1
2,X1991,11-17-2017,11-17-2017,1
2,X1991,11-18-2017,11-18-2017,1
2,X1991,11-19-2017,11-19-2017,1
2,X1991,11-20-2017,11-20-2017,1
2,X19a1,11-17-2017,11-17-2017,0.5
2,X1a11,11-20-2017,11-20-2017,1
2,X1a11,11-15-2017,11-15-2017,0.5
2,X1a11,11-16-2017,11-16-2017,1
2,X1a11,11-17-2017,11-17-2017,1
2,X1a18,10-25-2017,10-25-2017,0.5
2,X1a18,11-06-2017,11-06-2017,0.5
2,X1a1a,10-30-2017,10-30-2017,0.5
2,X1a1a,10-30-2017,10-30-2017,0.5
2,X1a81,11-20-2017,11-20-2017,1
2,X1a11,11-17-2017,11-17-2017,1
2,X1a18,11-14-2017,11-14-2017,0.5
2,X1a18,11-16-2017,11-16-2017,1
2,X1a18,11-17-2017,11-17-2017,1
2,X1a11,11-20-2017,11-20-2017,0.5
2,X1a11,11-17-2017,11-17-2017,1
2,X1a11,10-23-2017,10-23-2017,1
2,X1a11,11-02-2017,11-02-2017,0.5
2,X1a11,11-06-2017,11-06-2017,1
2,X1a11,11-20-2017,11-20-2017,1
2,X1a1a,11-13-2017,11-13-2017,0.5
2,X1a11,11-06-2017,11-06-2017,1
2,X1a11,11-17-2017,11-17-2017,1
2,X1a11,11-20-2017,11-20-2017,1
2,X1a11,10-27-2017,10-27-2017,1
2,X1a91,11-09-2017,11-09-2017,0.5
2,X1a98,11-20-2017,11-20-2017,0.5
2,X1aa1,11-02-2017,11-02-2017,0.5
2,X11a1,11-16-2017,11-16-2017,1
2,X1111,11-13-2017,11-13-2017,1
2,X1111,11-14-2017,11-14-2017,1
2,X1111,11-20-2017,11-20-2017,1
2,X1111,11-20-2017,11-20-2017,0.5
2,X111a,11-14-2017,11-14-2017,1
2,X1111,10-27-2017,10-27-2017,0.5
2,X1111,11-14-2017,11-14-2017,1
2,X1111,11-17-2017,11-17-2017,1
2,X118a,11-03-2017,11-03-2017,0.5
2,X11a1,10-23-2017,10-23-2017,0.5
2,X11a1,10-30-2017,10-30-2017,1
2,X11a1,11-02-2017,11-02-2017,1
2,X11a1,11-09-2017,11-09-2017,1
2,X11a1,11-14-2017,11-14-2017,1
2,X11a1,11-15-2017,11-15-2017,1
2,X11a1,11-16-2017,11-16-2017,1
2,X11a1,11-17-2017,11-17-2017,1
2,X11a1,11-20-2017,11-20-2017,1
2,X11a8,11-15-2017,11-15-2017,1
2,X1111,10-23-2017,10-23-2017,1
2,X111a,11-20-2017,11-20-2017,1
2,X1111,11-16-2017,11-16-2017,1
2,X1111,11-17-2017,11-17-2017,1
2,X1111,11-20-2017,11-20-2017,1
2,X1119,11-06-2017,11-06-2017,1
2,X1119,11-07-2017,11-07-2017,1
2,X1119,11-08-2017,11-08-2017,1
2,X1119,11-09-2017,11-09-2017,1
2,X1119,11-10-2017,11-10-2017,1
